0.128,57.3,20.2,640,-0.0388
0.11,57.3,17.5,640,-0.0383
0.16,57.3,25.3,640,-0.0397
0.157,57.3,24.8,640,-0.0409
0.17,57.3,26.9,640,-0.0423
0.159,57.3,25.2,640,-0.0436
0.168,57.3,26.6,640,-0.0436
0.162,57.3,25.7,640,-0.0438
0.115,57.3,18.1,640,-0.0431
0.117,57.3,18.6,640,-0.0436
0.135,57.3,21.3,640,-0.0432
0.137,57.3,21.7,640,-0.0432
0.157,57.3,24.9,640,-0.0434
0.115,57.3,18.2,640,-0.0467
0.114,57.3,18,640,-0.047
0.142,57.3,22.4,640,-0.0466
0.165,57.3,26,640,-0.0469
0.122,57.3,19.2,640,-0.0483
0.135,57.3,21.4,640,-0.0487
0.118,57.3,18.7,640,-0.0508
0.123,57.3,19.4,640,-0.0504
0.13,57.3,20.6,640,-0.0486
0.124,57.3,19.7,640,-0.0499
0.123,57.3,19.5,640,-0.0501
0.137,57.3,21.7,640,-0.0535
0.154,57.3,24.3,640,-0.0523
0.141,57.3,22.4,640,-0.0527
0.137,57.3,21.7,640,-0.0548
0.148,57.3,23.4,640,-0.0542
0.156,57.3,24.7,640,-0.0554
0.149,57.3,23.5,640,-0.0542
0.126,57.3,20,640,-0.0525
0.127,57.3,20,640,-0.055
0.124,57.3,19.7,640,-0.0562
0.153,57.3,24.2,640,-0.0536
0.122,57.3,19.4,640,-0.0559
0.12,57.3,18.9,640,-0.0568
0.139,57.3,22,640,-0.0562
0.128,57.3,20.2,640,-0.0579
0.143,57.3,22.6,640,-0.0579
0.247,28.6,19.5,640,-0.0572
0.266,28.7,21,640,-0.059
0.272,28.7,21.5,640,-0.0572
0.303,28.7,23.9,640,-0.058
0.26,28.7,20.6,640,-0.0589
0.267,28.7,21.2,640,-0.0593
0.366,28.7,28.9,640,-0.0596
0.34,28.7,26.9,640,-0.0597
0.42,28.7,33.2,640,-0.0597
0.527,28.6,41.6,640,-0.0611
0.789,28.6,62.4,640,-0.0579
0.664,28.7,52.6,640,-0.0628
0.731,28.7,57.8,640,-0.0631
0.46,28.7,36.4,640,-0.063
0.544,28.7,43,640,-0.0631
0.709,28.6,56,640,-0.0638
0.902,28.6,71.3,640,-0.065
0.884,28.6,69.9,640,-0.0628
1.06,28.6,83.6,640,-0.0667
0.841,28.7,66.6,640,-0.0674
0.355,57.3,56.1,640,-0.0657
0.321,57.3,50.8,639,-0.0662
0.287,57.3,45.5,638,-0.068
0.248,57.3,39.2,637,-0.0692
0.268,57.3,42.3,636,-0.0717
0.273,57.3,43.2,635,-0.0706
0.291,57.3,46.1,633,-0.0723
0.383,57.3,60.5,633,-0.0776
0.337,57.3,53.3,631,-0.0789
0.421,57.3,66.6,630,-0.0872
0.287,57.3,45.4,629,-0.0804
0.287,57.3,45.5,628,-0.0781
0.201,57.3,31.9,627,-0.0827
0.275,57.3,43.5,626,-0.0815
0.496,57.3,78.5,625,-0.0788
0.283,57.3,44.7,624,-0.0869
0.274,57.3,43.4,623,-0.0868
0.295,57.3,46.7,622,-0.0871
0.354,57.3,56,621,-0.0842
0.316,57.3,49.9,620,-0.089
0.597,57.3,94.4,620,-0.101
0.268,57.3,42.4,620,-0.0901
0.284,57.3,44.9,620,-0.0894
0.263,57.3,41.5,620,-0.098
0.192,57.3,30.3,620,-0.0906
0.281,57.3,44.5,620,-0.0971
0.212,57.3,33.6,620,-0.0935
0.291,57.3,46,620,-0.0918
0.234,57.3,37.1,620,-0.0934
0.16,57.3,25.4,620,-0.0893
0.248,57.3,39.2,620,-0.0918
0.255,57.3,40.3,620,-0.0894
0.226,57.3,35.7,620,-0.091
0.229,57.3,36.2,620,-0.0948
0.393,57.3,62.3,620,-0.0879
0.264,57.3,41.8,620,-0.0922
0.358,57.3,56.7,620,-0.0828
0.26,57.3,41.1,620,-0.0942
0.353,57.3,55.9,620,-0.0965
0.259,57.3,41,620,-0.0944
0.4,28.6,34.7,620,-0.0973
0.494,28.7,39.1,620,-0.0956
0.483,28.7,38.2,620,-0.0938
1.11,28.7,88.1,620,-0.0967
0.462,28.7,36.6,620,-0.0926
0.494,28.7,39.1,620,-0.0918
0.782,28.7,61.9,620,-0.0902
0.741,28.7,58.6,620,-0.0956
0.771,28.7,61,620,-0.0989
0.83,28.7,65.6,620,-0.0991
0.923,28.7,73,620,-0.0983
1.24,28.7,98.3,620,-0.142
0.992,28.7,78.4,620,-0.102
0.711,28.7,56.2,620,-0.0982
0.732,28.7,57.9,620,-0.0985
1.06,28.7,84,620,-0.0977
1.04,28.7,82.3,620,-0.0932
0.888,28.7,70.3,620,-0.109
0.717,28.7,56.7,620,-0.101
0.69,28.7,54.6,620,-0.105
1.2,57.3,190,620,-0.375
0.641,57.3,101,620,-0.381
0.531,57.3,84,620,-0.39
0.454,57.3,71.9,620,-0.391
0.344,57.3,54.3,620,-0.392
0.377,57.3,59.7,620,-0.39
0.438,57.3,69.3,620,-0.385
0.361,57.3,57.2,620,-0.381
0.326,57.3,51.6,620,-0.384
0.3,57.3,47.5,620,-0.384
0.37,57.3,58.6,620,-0.389
0.306,57.3,48.4,620,-0.384
0.298,57.3,47.2,620,-0.381
0.289,57.3,45.7,620,-0.383
0.343,57.3,54.2,620,-0.387
0.294,57.3,46.5,620,-0.386
0.254,57.3,40.3,620,-0.388
0.264,57.3,41.8,620,-0.387
0.296,57.3,46.8,620,-0.387
0.235,57.3,37.2,620,-0.405
0.481,28.6,38,620,-0.408
0.496,28.7,39.3,620,-0.399
0.463,28.7,36.6,620,-0.398
0.493,28.7,39,620,-0.405
0.413,28.7,32.7,620,-0.409
0.341,28.7,26.9,620,-0.41
0.422,28.7,33.4,620,-0.402
0.357,28.7,28.3,620,-0.401
0.412,28.7,32.6,620,-0.4
0.528,28.7,41.8,620,-0.395
0.77,28.6,60.9,620,-0.401
0.65,28.7,51.4,620,-0.39
0.614,28.7,48.6,620,-0.385
0.483,28.7,38.2,620,-0.382
0.432,28.7,34.2,620,-0.383
0.395,28.7,31.2,620,-0.381
0.385,28.7,30.5,620,-0.38
0.511,28.7,40.4,620,-0.383
0.456,28.7,36.1,620,-0.384
0.487,28.7,38.5,620,-0.386
0.285,57.3,45.1,620,-0.387
0.275,57.3,43.4,620,-0.388
0.266,57.3,42.2,620,-0.389
0.277,57.3,43.9,620,-0.388
0.261,57.3,41.3,620,-0.389
0.248,57.3,39.3,620,-0.389
0.275,57.3,43.5,620,-0.391
0.546,57.3,86.3,620,-0.415
0.312,57.3,49.3,620,-0.409
0.372,57.3,58.8,616,-0.414
0.3,57.3,47.5,611,-0.412
0.272,57.3,43,608,-0.406
0.0895,57.3,14.2,603,-0.405
0.182,57.3,28.8,599,-0.413
0.152,57.3,24.1,595,-0.415
0.333,57.3,52.6,591,-0.41
0.1,57.3,81.2,590,-0.401
0.11,57.3,108,591,-0.392
0.11,57.3,132,591,-0.382
0.11,57.3,175,591,-0.366
0.139,57.3,220,592,-0.346
0.161,57.3,255,591,-0.329
0.184,57.3,292,591,-0.311
0.224,57.3,354,591,-0.284
0.248,57.3,392,591,-0.27
0.29,57.3,459,591,-0.243
0.351,57.3,555,591,-0.199
0.38,57.3,601,591,-0.185
0.415,57.3,657,591,-0.162
0.483,57.2,764,591,-0.121
0.533,57.3,843,591,-0.112
0.529,57.2,837,591,-0.113
0.65,57.2,1030,591,-0.0649
0.628,57.3,992,591,-0.0639
0.676,57.2,1070,591,-0.0504
0.75,57.1,1180,591,-0.0201
7.79,57.2,1230,591,-0.00324
4.79,99.4,1320,591,0.0196
3.51,142,1370,591,-0.237
2.51,184,1280,591,-0.748
2.08,226,1300,591,-0.748
1.91,268,1420,591,-1.27
1.44,311,1230,591,-0.0331
1.29,353,1260,591,-0.0225
1.2,395,1310,591,-0.00978
0.437,437,527,591,-0.287
0.128,480,169,591,-0.434
0.128,522,185,591,-0.429
0.122,564,189,591,-0.415
0.11,606,184,591,-0.396
0.109,648,195,591,-0.354
0.199,691,380,591,-0.412
0.244,733,493,591,-0.883
0.293,775,627,591,-0.466
0.245,817,553,591,-21.4
0.26,860,618,591,-7.79
0.257,860,609,591,-13.1
0.219,817,494,591,-21.6
0.21,775,449,591,-24.3
0.162,733,328,591,-28.6
0.146,691,278,591,-28.8
0.126,648,225,591,-27.2
0.113,606,189,591,-25.7
0.0954,564,149,591,-18.6
0.0889,522,128,591,-7.19
0.0931,480,123,591,-5.54
0.0901,437,109,591,-0.526
0.0963,395,105,591,-0.443
0.0901,353,87.8,591,-0.45
0.0854,311,73.2,591,-0.456
0.091,268,67.4,591,-0.46
0.0979,226,61.1,591,-0.464
0.0957,184,48.6,591,-0.468
0.142,142,55.5,591,-0.466
0.199,99.5,54.7,591,-0.464
0.481,57.3,76.1,591,-0.461
0.52,573,241,591,-0.363
0.49,573,239,591,-0.365
0.42,573,292,591,-2.31
0.395,573,315,591,-3.01
0.361,573,324,591,-7.28
0.336,573,351,591,-4.07
0.274,573,363,591,-3.51
0.267,573,357,591,-9.57
0.256,573,383,591,-11.4
0.242,573,361,591,-17.4
0.229,573,344,591,-7.77
0.228,573,405,591,-11.9
0.226,573,422,591,-3.54
0.222,573,433,591,-17.9
0.217,573,532,591,-1.52
0.205,573,571,591,-1.01
0.199,573,625,591,-5.8
0.184,573,665,591,-18.2
0.179,573,775,591,-19.8
0.175,573,823,591,-19.3
6.2,57.2,980,591,-0.248
9.9,57.2,1560,588,-0.0868
15,57.3,2380,582,0.0216
24.7,57.2,3890,582,0.0242
28.7,57.3,4530,583,0.0477
39.1,57.2,6180,584,0.0608
51.5,57.1,8120,584,0.0594
46.3,57.3,7310,584,0.131
63.1,57.3,9990,583,0.126
